Time,EMGs.RTibialisA,EMGs.2,EMGs.3,EMGs.4,EMGs.5,EMGs.6,EMGs.7,EMGs.8,EMGs.9,EMGs.10,EMGs.11,EMGs.12,EMGs.13,EMGs.14,EMGs.15,EMGs.16
0.097,0.0311505,0.0541663,0.0393231,0.10916,0.0544864,0.0487259,0.0488058,0.0474326,0.0372751,0.0412283,0.0496051,0.0655307,0.0487067,0.0184885,0.0505334,0.062428
0.098,0.0592267,0.0886511,0.0518353,0.0844406,0.0511295,0.0539139,0.0756613,0.0565878,0.040632,0.149871,0.0688312,0.0884189,0.0517584,0.0487009,0.0627405,0.0703625
0.099,0.0491559,0.0651526,0.0741132,0.0633835,0.0602847,0.0694778,0.0637595,0.0489584,0.0745065,0.159331,0.0758502,0.0533237,0.0383307,0.0487009,0.0624353,0.0511365
0.1,0.0567853,0.0791907,0.0677045,0.0502609,0.0569278,0.0713089,0.0527731,0.0755087,0.0384958,0.154449,0.0630328,0.0731601,0.0560309,0.0703683,0.0581628,0.0490002
0.101,0.0464093,0.0614905,0.046037,0.0581955,0.0581485,0.062764,0.04728,0.0480429,0.0394113,0.0848685,0.0663898,0.0975742,0.0191046,0.041987,0.046261,0.0502209
0.102,0.0439679,0.0614905,0.0591595,0.0423264,0.0471622,0.0710037,0.0600974,0.0480429,0.0641306,-0.0347604,0.05815,0.0786533,0.0786139,0.0557199,0.05328,0.0682263
0.103,0.040611,0.0447058,0.0481732,0.0627731,0.0660831,0.0529984,0.0634543,0.0507895,0.0818307,-0.0512399,0.0584552,0.0728549,0.0523688,0.0569406,0.0676233,0.0697522
0.104,0.068382,0.0291418,0.0503094,0.00540009,0.0315982,0.0896194,0.0686423,0.0581137,0.0375803,-0.0387277,0.0758502,0.0655307,0.0484015,0.0535837,0.0676233,0.069447
0.105,0.054649,0.0459265,0.075639,-0.00558624,0.0660831,0.0798538,0.0637595,0.0541464,0.0424631,-0.020112,0.0801227,0.0551547,0.0462653,0.0584665,0.058468,0.064259
0.106,0.0589215,0.0413489,0.0680096,0.0173019,0.0404483,0.0664261,0.0582663,0.051705,0.0568063,-0.0176706,0.0535724,0.0231113,0.0413824,0.0667062,0.0474817,0.0386243
0.107,0.0671613,0.0599646,0.0637372,0.0105881,0.0441104,0.0667313,0.0338522,0.0529257,0.0766428,0.03543,0.0663898,0.0353183,0.052674,0.0578561,0.0691492,0.0688367
0.108,0.0622784,0.0178503,0.0594647,0.0310349,0.0410587,0.0832108,0.0222556,0.0468222,0.0848825,0.0445853,0.0489947,0.0490512,0.0438239,0.0609079,0.0520593,0.0700574
0.109,0.0604474,0.0279211,0.075639,0.0951218,0.0297672,0.0520828,0.0533835,0.0858847,0.0742014,0.0519095,0.0642535,0.0542392,0.0587775,0.0642648,0.046261,0.0627332
0.11,0.0714337,0.055387,0.053056,0.119231,0.0566226,0.0630691,0.0668112,0.0474326,0.0766428,0.0393973,0.0593707,0.0347079,0.0560309,0.031611,0.0599939,0.0639539
0.111,0.0934064,0.0599646,0.0515302,0.177519,0.0560123,0.0664261,0.031716,0.0336996,0.0677927,0.0320731,0.0593707,0.0408115,0.0419928,0.0505319,0.05328,0.0657849
0.112,0.0512921,0.0617957,0.0469525,0.166838,0.0328189,0.0517776,0.0314108,0.0532309,0.0516183,0.0674734,0.0624225,0.0545444,0.061524,0.069758,0.0709802,0.0718884
0.113,0.0519025,0.0517249,0.0551923,0.107329,0.0663882,0.0734451,0.049111,0.0398032,0.0507028,0.0900565,0.0538776,0.0511874,0.0618292,0.0444284,0.0728113,0.0526624
0.114,0.0586163,0.0678992,0.0536664,0.0661301,0.0673038,0.0407913,0.0695578,0.0553671,0.0568063,0.0769339,0.0676105,0.0316562,0.0685431,0.0660959,0.0569421,0.0578503
0.115,0.0387799,0.0740027,0.0689252,0.0917648,0.0410587,0.0667313,0.0579611,0.0629965,0.0516183,0.0552664,0.063338,0.0722446,0.0523688,0.0483957,0.0465662,0.0609021
0.116,0.0638043,0.029447,0.0637372,0.0664352,0.0248843,0.0374344,0.0478903,0.0614706,0.0537546,0.0366507,0.0596759,0.0688876,0.0581671,0.0355783,0.0581628,0.064259
0.117,0.0644147,0.0334143,0.0762494,0.0606369,0.0206119,0.0365189,0.0323264,0.0437704,0.0445993,0.078765,0.0792072,0.0463046,0.0438239,0.049006,0.0523645,0.0563245
0.118,0.0534283,0.0596594,0.0600751,0.0267624,0.0557071,0.0444534,0.0835959,0.0431601,0.0619943,0.0308524,0.068526,0.0621738,0.0642706,0.0520578,0.051449,0.0557141
0.119,0.0677716,0.0883459,0.0399335,0.0597214,0.0639468,0.0612381,0.0582663,0.0401083,0.0577219,0.0241385,0.0761554,0.0490512,0.0548102,0.0581613,0.0422937,0.0682263
0.12,0.0705182,0.0910925,0.0570233,0.0401901,0.0544864,0.0798538,0.0723044,0.0456015,0.0647409,0.042449,0.0727985,0.0359287,0.0395514,0.0602975,0.0535852,0.0459485
0.121,0.0766217,0.0871252,0.0588544,0.00326385,0.0645572,0.0551346,0.0628439,0.0526205,0.0626047,0.0610648,0.0605914,0.0542392,0.0438239,0.0474802,0.0667078,0.052052
0.122,0.0760114,0.0743079,0.0295575,-0.0129105,0.0447208,0.0529984,0.0460593,0.0629965,0.0430734,0.0625906,0.0642535,0.0447787,0.0505377,0.0590768,0.0551111,0.0667004
0.123,0.0451886,0.0743079,0.0490887,0.0145554,0.0383121,0.07314,0.0478903,0.049874,0.0589426,0.0851736,0.0608966,0.0551547,0.0374152,0.0966135,0.0749475,0.0541882
0.124,0.0717389,0.0489783,0.0500043,0.0111984,0.0688296,0.0600174,0.0335471,0.0623862,0.0738962,0.0790701,0.0654742,0.048746,0.0813605,0.0395456,0.0749475,0.0639539
0.125,0.0662457,0.0175452,0.0673993,0.019133,0.0627261,0.0615433,0.0628439,0.0681845,0.0445993,0.0940237,0.0492999,0.0490512,0.0462653,0.0450388,0.0639612,0.0596814
0.126,0.0525128,0.0273108,0.0591595,0.00295868,0.0505191,0.0636795,0.0671164,0.0520102,0.0375803,0.0921927,0.0544879,0.0633945,0.0560309,0.0621286,0.0465662,0.0459485
0.127,0.0586163,0.00655884,0.0283368,-0.00772247,0.0584537,0.0444534,0.0600974,0.0367514,0.0473459,0.0879202,0.0703571,0.0359287,0.047486,0.0578561,0.0499231,0.0740247
0.128,0.0543439,0.0257849,0.0393231,0.012114,0.0517398,0.0584915,0.0454489,0.0471274,0.0519235,0.0589285,0.05815,0.0170078,0.0569464,0.0569406,0.0526697,0.0584607
